file_name,ndvi_file_name,location,year,row,col,cloud_coverage,bounds
Thane_2024_3_4.png,NDVI_Thane_2024_3_4.tif,Thane,2024,3,4,,"[[[72.98632851770907, 19.149977477477478], [73.03517715914475, 19.149977477477478], [73.03517715914475, 19.196103603603603], [72.98632851770907, 19.196103603603603], [72.98632851770907, 19.149977477477478]]]"
Thane_2024_4_0.png,NDVI_Thane_2024_4_0.tif,Thane,2024,4,0,,"[[[72.79093395196637, 19.103851351351352], [72.83978259340205, 19.103851351351352], [72.83978259340205, 19.149977477477478], [72.79093395196637, 19.149977477477478], [72.79093395196637, 19.103851351351352]]]"
Thane_2024_4_1.png,NDVI_Thane_2024_4_1.tif,Thane,2024,4,1,,"[[[72.83978259340205, 19.103851351351352], [72.88863123483772, 19.103851351351352], [72.88863123483772, 19.149977477477478], [72.83978259340205, 19.149977477477478], [72.83978259340205, 19.103851351351352]]]"
Thane_2024_4_2.png,NDVI_Thane_2024_4_2.tif,Thane,2024,4,2,,"[[[72.88863123483772, 19.103851351351352], [72.9374798762734, 19.103851351351352], [72.9374798762734, 19.149977477477478], [72.88863123483772, 19.149977477477478], [72.88863123483772, 19.103851351351352]]]"
Thane_2024_4_3.png,NDVI_Thane_2024_4_3.tif,Thane,2024,4,3,,"[[[72.9374798762734, 19.103851351351352], [72.98632851770907, 19.103851351351352], [72.98632851770907, 19.149977477477478], [72.9374798762734, 19.149977477477478], [72.9374798762734, 19.103851351351352]]]"
Thane_2024_4_4.png,NDVI_Thane_2024_4_4.tif,Thane,2024,4,4,,"[[[72.98632851770907, 19.103851351351352], [73.03517715914475, 19.103851351351352], [73.03517715914475, 19.149977477477478], [72.98632851770907, 19.149977477477478], [72.98632851770907, 19.103851351351352]]]"
Tirunveli_2018_0_0.png,NDVI_Tirunveli_2018_0_0.tif,Tirunveli,2018,0,0,,"[[[77.64861568281465, 8.783633633633634], [77.6952805207999, 8.783633633633634], [77.6952805207999, 8.82975975975976], [77.64861568281465, 8.82975975975976], [77.64861568281465, 8.783633633633634]]]"
Tirunveli_2018_0_1.png,NDVI_Tirunveli_2018_0_1.tif,Tirunveli,2018,0,1,,"[[[77.6952805207999, 8.783633633633634], [77.74194535878516, 8.783633633633634], [77.74194535878516, 8.82975975975976], [77.6952805207999, 8.82975975975976], [77.6952805207999, 8.783633633633634]]]"
Tirunveli_2018_0_2.png,NDVI_Tirunveli_2018_0_2.tif,Tirunveli,2018,0,2,,"[[[77.74194535878516, 8.783633633633634], [77.7886101967704, 8.783633633633634], [77.7886101967704, 8.82975975975976], [77.74194535878516, 8.82975975975976], [77.74194535878516, 8.783633633633634]]]"
Tirunveli_2018_0_3.png,NDVI_Tirunveli_2018_0_3.tif,Tirunveli,2018,0,3,,"[[[77.7886101967704, 8.783633633633634], [77.83527503475567, 8.783633633633634], [77.83527503475567, 8.82975975975976], [77.7886101967704, 8.82975975975976], [77.7886101967704, 8.783633633633634]]]"
Tirunveli_2018_0_4.png,NDVI_Tirunveli_2018_0_4.tif,Tirunveli,2018,0,4,,"[[[77.83527503475567, 8.783633633633634], [77.88193987274092, 8.783633633633634], [77.88193987274092, 8.82975975975976], [77.83527503475567, 8.82975975975976], [77.83527503475567, 8.783633633633634]]]"
Tirunveli_2018_1_0.png,NDVI_Tirunveli_2018_1_0.tif,Tirunveli,2018,1,0,,"[[[77.64861568281465, 8.737507507507507], [77.6952805207999, 8.737507507507507], [77.6952805207999, 8.783633633633634], [77.64861568281465, 8.783633633633634], [77.64861568281465, 8.737507507507507]]]"
Tirunveli_2018_1_1.png,NDVI_Tirunveli_2018_1_1.tif,Tirunveli,2018,1,1,,"[[[77.6952805207999, 8.737507507507507], [77.74194535878516, 8.737507507507507], [77.74194535878516, 8.783633633633634], [77.6952805207999, 8.783633633633634], [77.6952805207999, 8.737507507507507]]]"
Tirunveli_2018_1_2.png,NDVI_Tirunveli_2018_1_2.tif,Tirunveli,2018,1,2,,"[[[77.74194535878516, 8.737507507507507], [77.7886101967704, 8.737507507507507], [77.7886101967704, 8.783633633633634], [77.74194535878516, 8.783633633633634], [77.74194535878516, 8.737507507507507]]]"
Tirunveli_2018_1_3.png,NDVI_Tirunveli_2018_1_3.tif,Tirunveli,2018,1,3,,"[[[77.7886101967704, 8.737507507507507], [77.83527503475567, 8.737507507507507], [77.83527503475567, 8.783633633633634], [77.7886101967704, 8.783633633633634], [77.7886101967704, 8.737507507507507]]]"
